coast	forest	3.15	0.30367610537875284
lad	wizard	0.92	0.43199422392065756
chord	smile	0.54	0.2986606996339148
glass	magician	2.08	0.25507961920707406
noon	string	0.54	-0.019530918107417146
rooster	voyage	0.62	-0.04083354975185484
money	dollar	8.42	0.3558216204860853
money	cash	9.08	0.6322690671013503
money	currency	9.04	0.2914898620657956
money	wealth	8.27	0.46537824477690576
money	property	7.57	0.42708619064350417
money	possession	7.29	0.294416627736391
money	bank	8.50	0.27605439790811365
money	deposit	7.73	0.4123506706817412
money	withdrawal	6.88	0.10905280641340229
money	laundering	5.65	0.34744846767771653
money	operation	3.31	0.060628188096168684
tiger	jaguar	8.00	-1
tiger	feline	8.00	0.3586481844674613
tiger	carnivore	7.08	-1
tiger	mammal	6.85	0.34015496279517415
tiger	animal	7.00	0.5303249349037477
tiger	organism	4.77	0.23487114602467293
tiger	fauna	5.62	0.3598722529536843
tiger	zoo	5.87	0.3177197750942373
psychology	psychiatry	8.08	0.6591250668104245
psychology	anxiety	7.00	0.45254907704254094
psychology	fear	6.85	0.14393234737118965
psychology	depression	7.42	0.32985564001032674
psychology	clinic	6.58	0.3164464357159499
psychology	doctor	6.42	0.35964007998158604
psychology	Freud	8.21	0.51222051865344
psychology	mind	7.69	0.34308075353053946
psychology	health	7.23	0.30799938269413435
psychology	science	6.71	0.6499296937111103
psychology	discipline	5.58	0.5656296466811249
psychology	cognition	7.48	0.6513771915892813
planet	star	8.45	0.3905714578076025
planet	constellation	8.06	0.4202650717852716
planet	moon	8.08	0.5877001124897744
planet	sun	8.02	0.5521230450108779
planet	galaxy	8.11	0.5918235695279208
planet	space	7.92	0.3201004094596257
planet	astronomer	7.94	0.03444415704475005
precedent	example	5.85	0.2772210277382345
precedent	information	3.85	0.22742221471490584
precedent	cognition	2.81	0.23517572349853924
precedent	law	6.65	0.4017546566653802
precedent	collection	2.50	0.10139419124564823
precedent	group	1.77	0.04784735906542681
precedent	antecedent	6.04	-1
cup	coffee	6.58	0.3416035002131919
cup	tableware	6.85	0.35120872581082774
cup	article	2.40	-0.06533672805126857
cup	artifact	2.92	-0.03737340687913797
cup	object	3.69	0.10918853042986497
cup	entity	2.15	0.10507456433568899
cup	drink	7.25	0.21953329383045198
cup	food	5.00	0.17990446868464374
cup	substance	1.92	-0.013076605882948768
cup	liquid	5.90	0.04417096816758613
jaguar	cat	7.42	-1
jaguar	car	7.27	-1
energy	secretary	1.81	-0.05437982571055602
secretary	senate	5.06	0.27797294770716185
energy	laboratory	5.09	0.2286390160994022
computer	laboratory	6.78	0.4252626036380905
weapon	secret	6.06	0.3181549132721283
FBI	fingerprint	6.94	0.22184782826739136
FBI	investigation	8.31	0.4952398192677407
investigation	effort	4.59	0.2802582908800631
Mars	water	2.94	0.04940854946196762
Mars	scientist	5.63	0.1399104808371597
news	report	8.16	0.33382616476570054
canyon	landscape	7.53	0.29789137899017953
image	surface	4.56	0.34221594975100283
discovery	space	6.34	0.11982561765788304
water	seepage	6.56	-1
sign	recess	2.38	0.2355953906655896
Wednesday	news	2.22	0.344576126934545
mile	kilometer	8.66	0.5313596958003318
computer	news	4.47	0.23042761251697377
territory	surface	5.34	0.1214486027759019
atmosphere	landscape	3.69	0.4058163450012512
president	medal	3.00	0.04547317958409067
war	troops	8.13	0.3495618583678918
record	number	6.31	0.1402981342779295
skin	eye	6.22	0.5146631342742343
Japanese	American	6.50	0.2897090703718515
theater	history	3.91	0.09196649685797477
volunteer	motto	2.56	0.02370600764981887
prejudice	recognition	3.00	0.16398663679549408
decoration	valor	5.63	0.26506170810795565
century	year	7.59	0.19016318621731884
century	nation	3.16	0.22441744525715884
delay	racism	1.19	0.07882338557372646
delay	news	3.31	0.13356245224236063
minister	party	6.63	0.2591945489130061
peace	plan	4.75	0.24684120969446802
minority	peace	3.69	0.24890678134573307
attempt	peace	4.25	0.1986171289393514
government	crisis	6.56	0.39234128159649456
deployment	departure	4.25	0.19625402276573262
deployment	withdrawal	5.88	0.48883680255223944
energy	crisis	5.94	0.17245919823894043
announcement	news	7.56	0.3566696175200299
announcement	effort	2.75	0.28806101181163635
stroke	hospital	7.03	0.20563103913177277
disability	death	5.47	0.14607981808520054
victim	emergency	6.47	0.09453662473125661
treatment	recovery	7.91	0.5013981202329987
journal	association	4.97	0.29393269984912146
doctor	personnel	5.00	0.10964977789617894
doctor	liability	5.19	0.06180342492255094
liability	insurance	7.03	0.7002029753574802
school	center	3.44	0.10232827275461583
reason	hypertension	2.31	0.07500744129046698
reason	criterion	5.91	0.5041446349286471
hundred	percent	7.38	0.23485730458231688
Harvard	Yale	8.13	0.766978184635119
hospital	infrastructure	4.63	0.16547088124372716
death	row	5.25	0.09703756254205807
death	inmate	5.03	0.18166132860325027
lawyer	evidence	6.69	0.09573495248651824
life	death	7.88	0.20548817934227276
life	term	4.50	0.11031068854221941
word	similarity	4.75	0.29958768676731756
board	recommendation	4.47	0.35259545360572997
governor	interview	3.25	0.000518913188856786
OPEC	country	5.63	-1
peace	atmosphere	3.69	0.07907636696292794
peace	insurance	2.94	0.04620883154569483
territory	kilometer	5.28	0.08028248993400826
travel	activity	5.00	0.07097091751488825
competition	price	6.44	0.19070160148086815
consumer	confidence	4.13	0.2932217967400727
consumer	energy	4.75	0.3718374062822173
problem	airport	2.38	0.2508168293672919
car	flight	4.94	0.2016881424400326
credit	card	8.06	0.44939380653446226
credit	information	5.31	0.2888032492301463
hotel	reservation	8.03	0.1998759297390374
grocery	money	5.94	0.11793212097928851
registration	arrangement	6.00	0.1827709720239768
arrangement	accommodation	5.41	0.19135167663822025
month	hotel	1.81	0.10421996954194342
type	kind	8.97	0.513072464048933
arrival	hotel	6.00	0.1359884613760105
bed	closet	6.72	0.4651968631881539
closet	clothes	8.00	0.47101494867163796
situation	conclusion	4.81	0.39151173759397934
situation	isolation	3.88	0.331695162083242
impartiality	interest	5.16	-1
direction	combination	2.25	0.2631437345874126
street	place	6.44	0.21981087369717175
street	avenue	8.88	0.4388270292017764
street	block	6.88	0.3932172645190796
street	children	4.94	0.04492811612103284
listing	proximity	2.56	-0.04302941086952372
listing	category	6.38	0.2947955791564524
cell	phone	7.81	0.3162566251976001
production	hike	1.75	0.06651785607941497
benchmark	index	4.25	0.3341638666937198
media	trading	3.88	0.1804845006117408
media	gain	2.88	0.10462559608797786
dividend	payment	7.63	0.5745169849228878
dividend	calculation	6.48	0.3687515835622252
calculation	computation	8.44	0.6153909045845863
currency	market	7.50	0.4790936574099975
OPEC	oil	8.59	-1
oil	stock	6.34	0.388248555310059
announcement	production	3.38	0.15056598414510902
announcement	warning	6.00	0.3549434931695073
profit	warning	3.88	0.19487756660061437
profit	loss	7.63	0.26919978451386817
dollar	yen	7.78	0.3211860124033572
dollar	buck	9.22	0.06434452804246002
dollar	profit	7.38	0.42209191898177767
dollar	loss	6.09	0.14853656111945462
computer	software	8.50	0.6628118607634365
network	hardware	8.31	0.3956156338881448
phone	equipment	7.13	0.21491375309693425
equipment	maker	5.91	0.21015686062350716
luxury	car	6.47	0.388960790977055
five	month	3.38	0.20586970405753136
report	gain	3.63	-0.00244811523776733
investor	earning	7.13	0.0068760217129860525
liquid	water	7.89	0.4392032391076001
baseball	season	5.97	0.3505056940091499
game	victory	7.03	0.31534017295590294
game	team	7.69	0.35301795426516847
marathon	sprint	7.47	0.4682620349496206
game	series	6.19	0.28826478667407646
game	defeat	6.97	0.280675515628445
seven	series	3.56	0.18496747618232018
seafood	sea	7.47	0.2427105272983498
seafood	food	8.34	0.5228821183901433
seafood	lobster	8.70	0.4725975977874921
lobster	food	7.81	0.29271657957885067
lobster	wine	5.70	0.3496857235719259
food	preparation	6.22	0.2579089945244735
video	archive	6.34	0.33737475034316317
start	year	4.06	0.13135930504896728
start	match	4.47	0.18488299678349623
game	round	5.97	0.34629256653253415
boxing	round	7.61	0.1926319593006806
championship	tournament	8.36	0.6447988835356078
fighting	defeating	7.41	0.20069992242341533
line	insurance	2.69	0.011643624672202434
day	summer	3.94	0.21078213356749895
summer	drought	7.16	0.35735878843223895
summer	nature	5.63	-0.021634606194949765
day	dawn	7.53	0.2729710915849509
nature	environment	8.31	0.4179462302642327
environment	ecology	8.81	0.48968124586136214
nature	man	6.25	0.12148367028780432
man	woman	8.30	0.6940684163775835
man	governor	5.25	0.19653465015208785
murder	manslaughter	8.53	0.6251975573834305
soap	opera	7.94	0.5887864702462227
opera	performance	6.88	0.23012134222852584
life	lesson	5.94	0.11927487659714753
focus	life	4.06	0.0954944008463129
production	crew	6.25	0.14851415711875532
television	film	7.72	0.3223368486422143
lover	quarrel	6.19	0.4244142638944549
viewer	serial	2.97	0.17709709642610963
possibility	girl	1.94	0.15071874599942506
population	development	3.75	0.1839576918703385
morality	importance	3.31	0.33735475266309783
morality	marriage	3.69	0.28713087582297
Mexico	Brazil	7.44	0.40647815875552495
gender	equality	6.41	0.5913095162611564
change	attitude	5.44	0.2724170330896291
family	planning	6.25	-0.05138849525382617
opera	industry	2.63	0.03859859590094173
sugar	approach	0.88	-0.010602465860473058
practice	institution	3.19	0.3525799483271952
ministry	culture	4.69	0.15503578572267096
problem	challenge	6.75	0.361532549082476
size	prominence	5.31	0.09422772891325876
country	citizen	7.31	0.22323685657697073
planet	people	5.75	0.13647737924909165
development	issue	3.97	0.06283951495184138
experience	music	3.47	0.16804239781581107
music	project	3.63	0.16886399825846996
glass	metal	5.56	0.5674212460177693
aluminum	metal	7.83	0.6332017698146605
chance	credibility	3.88	0.2797828040165613
exhibit	memorabilia	5.31	0.2463423578457127
concert	virtuoso	6.81	0.22222827966389977
rock	jazz	7.59	0.5564117334232223
museum	theater	7.19	0.4248911014306019
observation	architecture	4.38	0.2680429418970725
space	world	6.53	0.17571862092077425
preservation	world	6.19	0.13012253372535873
admission	ticket	7.69	0.4206598337104484
shower	thunderstorm	6.31	0.2222846332199855
shower	flood	6.03	0.20586172237981093
weather	forecast	8.34	0.37723018900513444
disaster	area	6.25	0.18686241870272668
governor	office	6.34	0.3216350895088741
architecture	century	3.78	0.2911518456644109
